epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
54,614.116,1.22799,0.7485,1.12892,0.88976,0.8308,0.91973,0.60634,1.2108,0.68911,1.14699,0.0094753,0.0094753,0.0094753
55,626.032,1.23685,0.75202,1.12694,0.88247,0.77974,0.8819,0.57564,1.25637,0.77535,1.18105,0.0094654,0.0094654,0.0094654
56,637.535,1.23106,0.74832,1.12478,0.88611,0.82939,0.91991,0.60901,1.20449,0.69164,1.15066,0.0094555,0.0094555,0.0094555
57,649.426,1.2245,0.74579,1.12713,0.89212,0.83504,0.92375,0.60882,1.2138,0.67054,1.15445,0.0094456,0.0094456,0.0094456
58,661.487,1.23543,0.74064,1.12264,0.88074,0.8165,0.91279,0.59558,1.25973,0.67843,1.18685,0.0094357,0.0094357,0.0094357
59,672.824,1.2236,0.74476,1.12406,0.8804,0.82268,0.9164,0.61155,1.20456,0.68049,1.14605,0.0094258,0.0094258,0.0094258
60,683.814,1.22333,0.74719,1.12579,0.89113,0.84175,0.92678,0.61322,1.20211,0.69169,1.14694,0.0094159,0.0094159,0.0094159
61,694.695,1.22944,0.73429,1.12329,0.88872,0.84063,0.92647,0.60226,1.23901,0.66728,1.17047,0.009406,0.009406,0.009406
62,705.676,1.22717,0.7372,1.12616,0.87474,0.83787,0.91628,0.59818,1.21962,0.69744,1.17455,0.0093961,0.0093961,0.0093961
63,716.587,1.23237,0.73164,1.12306,0.88753,0.84211,0.92346,0.61445,1.19386,0.67429,1.13912,0.0093862,0.0093862,0.0093862
64,727.648,1.23467,0.74353,1.12488,0.87651,0.80502,0.8977,0.59957,1.21962,0.72561,1.15799,0.0093763,0.0093763,0.0093763
65,738.512,1.22145,0.72317,1.11935,0.8966,0.82868,0.92151,0.61175,1.20553,0.68365,1.14098,0.0093664,0.0093664,0.0093664
66,749.462,1.21808,0.72536,1.11269,0.88763,0.83427,0.92234,0.61259,1.20645,0.66144,1.14929,0.0093565,0.0093565,0.0093565
67,760.389,1.2204,0.72609,1.11988,0.88055,0.83787,0.92313,0.61773,1.19834,0.67206,1.14428,0.0093466,0.0093466,0.0093466
68,771.266,1.2275,0.7361,1.12322,0.88231,0.82162,0.91394,0.60952,1.20588,0.68604,1.15746,0.0093367,0.0093367,0.0093367
69,782.314,1.21269,0.72401,1.12026,0.87179,0.83822,0.92327,0.61962,1.18107,0.68482,1.14711,0.0093268,0.0093268,0.0093268
70,793.217,1.21688,0.72682,1.11781,0.89405,0.83681,0.92833,0.60624,1.23764,0.66835,1.18227,0.0093169,0.0093169,0.0093169
71,804.11,1.22132,0.72354,1.1227,0.88575,0.82702,0.91545,0.61471,1.19731,0.67249,1.14327,0.009307,0.009307,0.009307
72,815.056,1.21312,0.71596,1.11802,0.88747,0.83295,0.92,0.61388,1.19722,0.66686,1.13729,0.0092971,0.0092971,0.0092971
73,826.155,1.19525,0.71402,1.10618,0.88653,0.85164,0.92661,0.61292,1.22874,0.64952,1.16626,0.0092872,0.0092872,0.0092872
74,837.134,1.20066,0.7085,1.10931,0.88807,0.84776,0.92913,0.60875,1.21562,0.66774,1.15184,0.0092773,0.0092773,0.0092773
75,848.085,1.20501,0.71228,1.11261,0.88194,0.82332,0.91847,0.60721,1.22428,0.67939,1.16102,0.0092674,0.0092674,0.0092674
76,859.183,1.20919,0.71417,1.11546,0.89118,0.82904,0.92566,0.61272,1.21443,0.65674,1.16234,0.0092575,0.0092575,0.0092575
77,870.104,1.21061,0.71687,1.11592,0.88197,0.82091,0.91144,0.58207,1.28589,0.70399,1.19758,0.0092476,0.0092476,0.0092476
78,881.012,1.19821,0.71311,1.10857,0.88406,0.84105,0.92292,0.61586,1.20275,0.65669,1.14361,0.0092377,0.0092377,0.0092377
79,892.033,1.19483,0.70388,1.11774,0.87915,0.83327,0.91877,0.60078,1.22688,0.66202,1.16122,0.0092278,0.0092278,0.0092278
80,904.108,1.1872,0.70638,1.10423,0.89003,0.8462,0.92802,0.61007,1.21666,0.67113,1.16859,0.0092179,0.0092179,0.0092179
81,915.931,1.21008,0.71574,1.11558,0.87888,0.83787,0.9258,0.60924,1.20771,0.68605,1.15788,0.009208,0.009208,0.009208
82,927.651,1.20201,0.70395,1.11506,0.89751,0.8361,0.92711,0.60125,1.23906,0.67176,1.17083,0.0091981,0.0091981,0.0091981
83,938.999,1.19547,0.70453,1.10572,0.88729,0.81773,0.9087,0.58472,1.27012,0.69613,1.18698,0.0091882,0.0091882,0.0091882
84,950.989,1.20286,0.70161,1.10411,0.86454,0.84093,0.91869,0.61098,1.20642,0.65784,1.15963,0.0091783,0.0091783,0.0091783
